"title","sourceUrl","city","state","providerWebsite","description","lat","lng","amenities","species","images","v1_durationHours","v1_isPrivate","v1_priceFromDollars","v1_priceUnit","v2_durationHours","v2_isPrivate","v2_priceFromDollars","v2_priceUnit"
"Spitfire","https://mdrsf.com/spitfire/",,,,"","","","","","","","","","","","","",""
"Aloha Spirit","https://www.channelislandssportfishing.com/aloha-spirit-sportfishing/",,,,"","","","","","","","","","","","","",""
"Cobra","https://www.channelislandssportfishing.com/cobra-sportfishing/",,,,"","","","","","","","","","","","","",""
"Graylight","https://www.channelislandssportfishing.com/graylight-sportfishing/",,,,"","","","","","","","","","","","","",""
"Gentleman","https://www.channelislandssportfishing.com/gentleman-sportfishing/",,,,"","","","","","","","","","","","","",""
"Island Fox","https://www.channelislandssportfishing.com/island-fox/",,,,"","","","","","","","","","","","","",""
"Island Tak","https://www.channelislandssportfishing.com/island-tak-sportfishing/",,,,"","","","","","","","","","","","","",""
"Mirage","https://www.channelislandssportfishing.com/mirage-sportfishing/",,,,"","","","","","","","","","","","","",""
"New Hustler","https://www.channelislandssportfishing.com/new-hustler/",,,,"","","","","","","","","","","","","",""
"Ranger 85","https://www.channelislandssportfishing.com/ranger-85-sportfishing/",,,,"","","","","","","","","","","","","",""
"Seabiscuit","https://www.channelislandssportfishing.com/seabiscuit-sportfishing/",,,,"","","","","","","","","","","","","",""
"Speed Twin","https://www.channelislandssportfishing.com/speed-twin-sportfishing/",,,,"","","","","","","","","","","","","",""
"Coroloma","https://www.hookslanding.net/boats/coroloma.php",,,,"","","","","","","","","","","","","",""
"Endeavor","https://venturasportfishing.com/boat/67",,,,"","","","","","","","","","","","","",""
"Pacific Eagle","https://venturasportfishing.com/boat/179",,,,"","","","","","","","","","","","","",""
"Californian","https://venturasportfishing.com/boat/362",,,,"","","","","","","","","","","","","",""
"Island Spirit","https://venturasportfishing.com/boat/282",,,,"","","","","","","","","","","","","",""
"Coral Sea","https://www.stardustsportfishing.com/galleries/1056-the-coral-sea",,,,"","","","","","","","","","","","","",""
"Stardust","https://www.stardustsportfishing.com/galleries/1058-stardust-gallery",,,,"","","","","","","","","","","","","",""
"Starfire","https://morrobaylanding.com/our-fleet/starfire/",,,,"","","","","","","","","","","","","",""
"Avenger","https://morrobaylanding.com/our-fleet/avenger/",,,,"","","","","","","","","","","","","",""
"Flying Fish","https://morrobaylanding.com/our-fleet/elementor-748/",,,,"","","","","","","","","","","","","",""
"Patriot","https://morrobaylanding.com/our-fleet/patriot/",,,,"","","","","","","","","","","","","",""
"Endeavor","https://morrobaylanding.com/our-fleet/endeavor/",,,,"","","","","","","","","","","","","",""
